DATE,BAT SPECIES (COMMON NAME),COUNT,RECORD TYPE,IDENTIFICATION,OS GRID REF,ADDRESS,POST CODE,HABITAT,STRUCTURE,COUNT TYPE,SEX,AGE,EVENT,EXPERIENCE,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2022,Natterer’s Bat ,5,Hibernating Bat,Close Observation,TR143595,Archbishops tunnel,,Grassland - amenity,Tunnel,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 7.5C int 8.0 - 10.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2022,Daubenton’s Bat,2,Hibernating Bat,Close Observation,TQ879586,High Wood denehole,,Woodland - broadleaved,Underground - denehole,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 7.0C int 7.0 - 8.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2022,Daubenton’s Bat,5,Hibernating Bat,Close Observation,TQ851576,Hucking denehole,,Woodland - broadleaved,Underground - denehole,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 8.0C int 8.0 - 9.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2022,Long-Eared Bat Brown,1,Hibernating Bat,Close Observation,TQ851576,Hucking denehole,,Woodland - broadleaved,Underground - denehole,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 6.2C int 5.5 - 6.3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,Daubenton’s Bat,9,Hibernating Bat,Close Observation,TQ943601,Dadmans Shaw denehole,,Linear - tree-line,Underground - denehole,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 8.0C int 8.0 - 9.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,Natterer’s Bat ,2,Hibernating Bat,Close Observation,TQ943601,Dadmans Shaw denehole,,Linear - tree-line,Underground - denehole,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 8.0C int 8.0 - 9.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,Long-Eared Bat Brown,4,Hibernating Bat,Close Observation,TQ943601,Dadmans Shaw denehole,,Linear - tree-line,Underground - denehole,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 8.4C int 8.1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,No bats,0,,,TQ947597,"Lynsted Park cellar, Lynsted",ME9 0JH,Parkland,Underground - cellar,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 8.0C int 8.0 - 9.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,Daubenton’s Bat,3,Hibernating Bat,Close Observation,TQ935582,"The Larches, Doddington",ME9 0AX,Rural,Underground - cave,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 7.2C int 7.5 - 8.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,Long-Eared Bat Brown,1,Hibernating Bat,Close Observation,TQ935582,"The Larches, Doddington",ME9 0AX,Rural,Underground - cave,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 6.9C int 8.9C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2022,No bats,0,,,TQ943584,Sharsted Court denehole,,Woodland - mixed,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 8.3C int 8.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2022,Natterer’s Bat ,1,Hibernating Bat,Close Observation,TR183530,Bourne icehouse,,Woodland - mixed,Underground - ice house,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 7.2C int 7.5 - 8.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2022,No bats,0,,,TR177511,Langham Park Farm caves,,Rural,Underground - cave,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 8.3C int 7.1 - 7.9C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Bat,2,Hibernating Bat,Sight Record Only,TQ83353560,"Mockbeggar Lane, Rolvenden",TN17 4BD,Garden,Building - garage,Count,Unknown,Unknown,NE Roost Visit,Licenced Bat Worker,2 unidentified bats under roof of garage disturbed by builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,No bats,0,,,TQ775563,Vinters Park icehouse,,Parkland,Underground - ice house,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 3.4C int 3.8C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Daubenton’s Bat,3,Hibernating Bat,Close Observation,TQ775562,Vinters Park folly bridge,,Parkland,Bridge,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 3.4C int 3.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Natterer’s Bat ,2,Hibernating Bat,Close Observation,TQ775562,Vinters Park folly bridge,,Parkland,Bridge,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 3.4C int 3.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Long-Eared Bat Brown,2,Hibernating Bat,Close Observation,TQ775562,Vinters Park folly bridge,,Parkland,Bridge,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 3.4C int 3.0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Pipistrelle Bat (45kHz) ,5,Hibernating Bat,Close Observation,TQ776563,"Kent bat box, lime tree row, Vinters Park",,Parkland,Bat Box,Count,,Adult,Bat Group Survey,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Long-Eared Bat Brown,3,Hibernating Bat,Close Observation,TQ748567,"11, Buckland Lane, Maidstone",ME16 0BJ,Urban ,Underground,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 5.0C int 6.3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Long-Eared Bat Brown,1,Hibernating Bat,Close Observation,TQ678697,Shorne CP bunkers,,Woodland - broadleaved,Underground,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 5.0C int 4.7 - 6.3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,Long-Eared Bat Brown,2,Hibernating Bat,Close Observation,TQ809590,"Show Ground bunker, Detling",,Grassland ,Underground,Count,,Adult,NBMP Survey,Licenced Bat Worker,Ext temp 6.0C int 4.7C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2022,No bats,0,,,TR213571,Lee Priory icehouse,,Grassland - grazing,Underground - ice house,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 4.4C int 7.7C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2022,No bats,0,,,TR334581,"Sandown Rd bridge, Sandwich",,Grassland - amenity,Bridge,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 7.7C int 8.1C. Disturbance +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2022,Natterer’s Bat ,4,Hibernating Bat,Close Observation,TR311686,Quex Park caves,,Rural,Underground - cave,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 7.8C int 5.8C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2022,Long-Eared Bat Brown,2,Hibernating Bat,Close Observation,TR311686,Quex Park caves,,Rural,Underground - cave,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 7.8C int 5.8C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2022,Whiskered / Brandt's / Alcathoe Bat,1,Hibernating Bat,Close Observation,TR272459,Lydden denehole,,Linear - tree-line,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 5.8C int 9.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2022,Whiskered / Brandt's / Alcathoe Bat,1,Hibernating Bat,Close Observation,TR272459,Lydden collapsed denehole,,Linear - tree-line,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 5.8C int 7.6 - 8.2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2022,Daubenton’s Bat,1,Hibernating Bat,Close Observation,TR272459,Lydden collapsed denehole,,Linear - tree-line,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 5.8C int 7.6 - 8.2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2022,Daubenton’s Bat,12,Hibernating Bat,Close Observation,TR264420,Moselings Hole denehole,,Woodland - broadleaved,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 6.3C int 7.6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2022,Natterer’s Bat ,1,Hibernating Bat,Close Observation,TR264420,Moselings Hole denehole,,Woodland - broadleaved,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 6.3C int 7.6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2022,Daubenton’s Bat,2,Hibernating Bat,Close Observation,TQ935597,Ludgate Lane denehole,,Linear - tree-line,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 4.6C int 8.8 - 9.7C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2022,No bats,0,,,TQ923584,Kingsdown Wood denehole,,Woodland - broadleaved,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 5.1C int 8.9 - 9.9C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2022,No bats,0,,,TQ915569,"Railway tunnel, Endings Wood",,Woodland - broadleaved,Tunnel,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 4.7C int 4.4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TR256506,"Park Farm, The Street, Frogham",CT15 7JA,Rural,,,Male,Adult,Bat Rescue,Licenced Bat Worker,"Cat caught. # R forearm. Euthanased, APHA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2022,Natterer’s Bat ,1,Hibernating Bat,Sight Record and Bat Detector,TQ573409,"Smockham Farm, Reynolds Lane, Tunbridge Wells TN4 9XL",TN4 9XL,,Building - barn,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2022,Daubenton’s Bat,3,Hibernating Bat,Close Observation,TQ914544,"Maitland Farm denehole, Wichling",,Woodland - mixed,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 7.9C int 7.4 - 8.7C. Two tawny owls in chambers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2022,No bats,0,,,TQ912535,Tophill Farm denehole,,Woodland - broadleaved,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 7.0C int 7.2 - 7.5C. Two tawny owls in chambers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2022,Long-Eared Bat Brown,1,Hibernating Bat,Close Observation,TQ952521,Arketts Farm denehole 1,,Linear - hedge,Underground - denehole,Count,,,NBMP Survey,Licenced Bat Worker,Ext temp 7.1C int 7.9 - 8.3C. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
