DATE,BAT SPECIES (COMMON NAME),COUNT,RECORD TYPE,IDENTIFICATION,OS GRID REF,ADDRESS,POST CODE,HABITAT,STRUCTURE,COUNT TYPE,SEX,AGE,EVENT,EXPERIENCE,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR226363,"2, Derby Place, Folkestone",CT20 1EL,Urban ,Building - dwelling,,Male,Adult,Bat Rescue,Licenced Bat Worker,Found 27/8. Tears to wings+. Wt 4.2g FA 30.8mm. Subadult.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2022,Leisler’s Bat ,1,Grounded Bat,Examined In Hand,TQ790547,"Madginford Primary School, Egremont Rd, Bearsted",ME15 8LK,Urban ,Building,,Female,Adult,Bat Rescue,Licenced Bat Worker,NP trapped in school hall. Wt 8.9g FA 41.4mm. Released 10/9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2022,Pipistrelle Bat (45kHz) ,1,Dead Bat,Examined In Hand,TQ790547,"Madginford Primary School, Egremont Rd, Bearsted",ME15 8LK,Urban ,Building,,Female,Adult,Bat Rescue,Licenced Bat Worker,Dessicated. Also found in school hall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TQ901629,"Fern Cpttage vets, Park Rd, Sittingbourne",ME10 1ER,Urban ,Bridge,,Male,Adult,Bat Rescue,Licenced Bat Worker,"Found in back of delivery van, delivering all over Kent! Wt 5.6g FA 38.8mm. Subadult. Re leased from bat box at Wildwood outside flight cage 7/9. Wt 7.6g.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2022,Pipistrelle Bat (45kHz) ,1,Flying Bat Feeding,Bat Detector Only,TR305683,"Quex Park golf club, Birchington",CT17 0BH,Parkland,,,,,Bat Rescue,Licenced Bat Worker,Grounded common pip released.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TQ789520,"Gymnasium, Cuxton Rd, Maidstone",ME15 9YF,Urban ,Building - industrial,,Male,Adult,Bat Rescue,Licenced Bat Worker,Wt 5.5g FA 37.2mm. Released 15/9. Wt 7.9g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2022,Natterer’s Bat ,1,Roost (unknown type),Close Observation,TR048214,"79, Station Rd, Lydd",TN29 9LJ,Urban ,Bat Box,,,,Bat Group Survey,Licenced Bat Worker,In porch bat box.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TQ752691,"Browse-Bion, Lakeside Park, Neptune Close, Rochester",ME2 4LT,Urban ,Building - industrial,,Female,Adult,Bat Rescue,Licenced Bat Worker,"Subadult, dark face. Trapped inside. Wt 4.1g FA 32.2mm. Released 20/9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2022,Pipistrelle Bat (55kHz) ,6,Flying Bat Feeding,Sight Record and Bat Detector,TR095530,"Ponds, Upper Mystole Park Farm, Pennypot Lane, Mystole",CT4 7BT,Water - pond,,Estimate,,,Bat Group Survey,Licenced Bat Worker,Jill's thermal imaging camera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2022,Long-Eared Bat Brown,1,Flying Bat Feeding,Bat Detector Only,TR095530,"Rides, Upper Mystole Park Farm, Pennypot Lane, Mystole",CT4 7BT,Water - pond,,Estimate,,,Bat Group Survey,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2022,Myotis species,,Flying Bat Feeding,Bat Detector Only,TR095530,"Rides, Upper Mystole Park Farm, Pennypot Lane, Mystole",CT4 7BT,Water - pond,,Estimate,,,Bat Group Survey,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2022,Pipistrelle Bat (45kHz) ,,Flying Bat Feeding,Bat Detector Only,TR095530,"Rides, Upper Mystole Park Farm, Pennypot Lane, Mystole",CT4 7BT,Water - pond,,Estimate,,,Bat Group Survey,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2022,Pipistrelle Bat (55kHz) ,,Flying Bat Feeding,Bat Detector Only,TR095530,"Rides, Upper Mystole Park Farm, Pennypot Lane, Mystole",CT4 7BT,Water - pond,,Estimate,,,Bat Group Survey,Licenced Bat Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TQ905635,"Police Station, Central Ave, Sittingbourne",ME10  4NR,Urban ,Building,,Male,Adult,Bat Rescue,Licenced Bat Worker,Subadult. Wt 5.5g FA 38.7mm. Released Albany Park 25/9 Wt 9.1g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2022,Pipistrelle Bat (45kHz) ,2,Flying Bat,Sight Record and Bat Detector,TR153507,"1, Hardres Court Cottages, Upper Hardres",CT4 6EW,Rural,Building - dwelling,Estimate,,,Bat Rescue,Licenced Bat Worker,Released male 45. Roost probably under S facing hanging tiles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR298698,"Cliff Rd, Birchington",,Urban ,,,Female,Adult,Bat Rescue,Licenced Bat Worker,Wt 5.0g FA 31.2mm. Released 20/9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR310642,"St Mary the Virgin church, Church Rd, Minster",,Rural,Building - church,,Male,Adult,Bat Rescue,Licenced Bat Worker,"Subadult, trapped in vestry. Wt 3.6g FA 29.4mm. Released 13/10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2022,Pipistrelle Bat (45kHz) ,1,Flying Bat,Sight Record and Bat Detector,TQ942608,"St Peter & St Paul church, Lynsted",,Rural,Building - church,,,,,Licenced Bat Worker,Flying in church during bat talk!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2022,Long-Eared Bat Brown,1,Dead Bat,Examined In Hand,TR325418,"Dover Castle, medaeval tunnels. ",,Coastal ,Underground,,Male,Adult,Bat Rescue,Licenced Bat Worker,Wt 5.5g FA 38mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2022,Long-Eared Bat Brown,1,Roost (unknown type),Examined In Hand,TQ933589,"Dormouse box, Erriot Wood, Kingsdown",,Woodland - broadleaved,Bat Box,,Male,Adult,,Licenced Bat Worker,During NDMP dormouse box survey. Subadult. Wt 7.5g FA 38.9mm. I think coincided with Copper Underwing emergence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2022,Long-Eared Bat Brown,1,Roost (unknown type),Examined In Hand,TQ933589,"Dormouse box, Erriot Wood, Kingsdown",,Woodland - broadleaved,Bat Box,,Male,Adult,,Licenced Bat Worker,During NDMP dormouse box survey. Subadult. Wt 8.0g FA 40.8mm. I think coincided with Copper Underwing emergence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2022,Long-Eared Bat Brown,1,Roost (unknown type),Examined In Hand,TQ933589,"Dormouse box, Erriot Wood, Kingsdown",,Woodland - broadleaved,Bat Box,,Male,Adult,,Licenced Bat Worker,During NDMP dormouse box survey. Subadult. Wt 8.0g FA 38.4mm. I think coincided with Copper Underwing emergence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2022,Long-Eared Bat Brown,1,Roost (unknown type),Examined In Hand,TQ933589,"Dormouse box, Erriot Wood, Kingsdown",,Woodland - broadleaved,Bat Box,,Male,Adult,,Licenced Bat Worker,During NDMP dormouse box survey. Subadult. Wt 7.5g FA 38.1mm. I think coincided with Copper Underwing emergence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2022,Leisler’s Bat ,1,Grounded Bat,,TQ838777,"37, St Andrews Walk, Allhallows",ME3 9QY,Coastal ,Building - dwelling,,,,,Licenced Bat Worker,Trapped in bedroom. Photographed on ceiling. Probably cat caught. Escaped through window.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TQ742561,"6, Roseleigh Ave, Maidstone",ME16 0AR,Urban ,Building - dwelling,,Male,Adult,Bat Rescue,Licenced Bat Worker,Cat caught. In breeding condition. Shredded R wing. Euthanased. Wt 4.2g FA 30.4mm. APHA. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TQ78094639,"Cross-at-Hand Barn, Staplehurst",TN12 0RJ,Garden,Building - dwelling,Count,Male,Adult,Bat Rescue,Licenced Bat Worker,"Probable roost as bats previously found indoors, released",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2022,Long-Eared species,0,Roost (unknown type),Droppings Only,TR129580,"Hospital Farm Cottage, Church Hill, Harbledown",CT2 9AH,Rural,Building - dwelling,,,,NE Roost Visit,Licenced Bat Worker,Droppings under attic ridge. Probably small maternity BLE roost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TQ890519,"Lenham Storage, Ham lane, Lenham",ME17 2LH,Rural,Building - industrial,,Female,Adult,Bat Rescue,Licenced Bat Worker,Subadult NP. Wt 6.3g FA 39.5mm. Died overnight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TR330582,"16-20, Market St, Sandwich",CT13 9DA,Urban ,Building,,Male,Adult,Bat Rescue,Licenced Bat Worker,Subadult. Trapped in shop. Wt 5.0g FA 37.3mm. Released St Michaels churchyard 12/10. Wt 7.9g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TR190364,"21, Valebrook Close, Folkestone",CT20 3JN,Urban ,Building - dwelling,,Male,Adult,Bat Rescue,Licenced Bat Worker,Wt 5.6g FA 31.2mm. Large white epids. Both wings shredded. Euthanased. APHA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2022,Long-Eared Bat Brown,1,Grounded Bat,Examined In Hand,TR085588,"Red Lion Bungalow, Dunkirk",ME13 9LL,Rural,Building - dwelling,,Male,Adult,Bat Rescue,Licenced Bat Worker,Trapped in house. Wt 5.2g FA 38.3mm. Released 20/10. Wt 9.1g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2022,Pipistrelle Bat (45kHz) ,,Grounded Bat,Examined In Hand,TR124590,"21, Maple Close, Rough Common",CT2 9BX,Rural,Building - dwelling,,Male,Adult,Bat Rescue,Licenced Bat Worker,Wt 3.8g FA 30.7mm. Released 11/11.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2022,Pipistrelle Bat (45kHz) ,5,Flying Bat Feeding,Bat Detector Only,TR310642,"St Mary the Virgin church, Church Rd, Minster",,Rural,Building - church,Estimate,,,Bat Rescue,Licenced Bat Worker,Released trapped male 45.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TQ91403727,"Hales Place Granary, High Halden",TN26 3JQ,Garden,Building - dwelling,Count,Male,Adult,Bat Rescue,Licenced Bat Worker,Underweight at 3.64g died in captivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2022,Pipistrelle Bat (55kHz) ,1,Grounded Bat,Examined In Hand,TR219582,"Treasury Oast, Ickham",CT3 1QN,Rural,Building - dwelling,,Male,Adult,Bat Rescue,Licenced Bat Worker,Cat caught. Wt 4.2g. Died overnight. APHA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2022,Pipistrelle Bat (45kHz) ,1,Grounded Bat,Examined In Hand,TQ83154415,"Church Walk, Headcorn",TN27 9NR,Garden,Building - dwelling,Count,Male,Adult,Bat Rescue,Licenced Bat Worker,"Rescued from garage roof, released flying strongly 11/11/22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
